id,title,type,release_year,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts225061,Pieces of Her,SHOW,2022,51,"drama, crime, thriller",US,6.3,22435.0,18.516,6.6
ts223537,Maid,SHOW,2021,54,"drama, comedy",US,8.4,77885.0,0.6,8.0
tm856378,Don't Look Up,MOVIE,2021,138,"comedy, drama, scifi",US,7.2,515337.0,120.874,7.208
tm674063,The Power of the Dog,MOVIE,2021,126,"drama, romance, western","GB, AU, CA, GR, NZ",6.8,164844.0,41.183,6.8
ts356887,How To Build a Sex Room,SHOW,2022,42,reality,US,5.3,181.0,8.976,8.1
ts328671,"BASTARD‼ -Heavy Metal, Dark Fantasy-",SHOW,2022,25,"animation, action, scifi, comedy, fantasy",JP,6.7,854.0,23.009,6.8
ts288808,The Longest Night,SHOW,2022,45,"action, crime, drama, thriller",ES,5.8,502.0,0.6,6.643
ts319426,You Don't Know Me,SHOW,2021,56,"drama, crime",GB,6.9,4037.0,6.332,6.3
tm1072066,Blasted,MOVIE,2022,114,"action, comedy, scifi",NO,4.8,1528.0,41.268,5.3
ts255888,First Kill,SHOW,2022,49,"thriller, drama, fantasy, horror",US,6.4,23605.0,252.955,8.4
tm1221677,"Hello, Goodbye, and Everything in Between",MOVIE,2022,83,"drama, comedy, romance",US,4.9,1842.0,564.004,5.965
ts306526,Queen,SHOW,2022,49,drama,PL,7.1,815.0,8.782,7.3
ts311101,King of Stonks,SHOW,2022,47,"comedy, drama, thriller",DE,6.0,318.0,9.01,6.2
ts241363,Alba,SHOW,2021,50,drama,ES,6.2,511.0,87.031,7.1
tm1044289,Interceptor,MOVIE,2022,98,"thriller, action, drama",AU,4.5,20007.0,438.512,6.13
ts312082,Alchemy of Souls,SHOW,2022,80,"drama, action, thriller, scifi, comedy, fantasy, romance",KR,8.6,878.0,108.72,8.0
ts90093,The Pentaverate,SHOW,2022,26,comedy,US,6.1,8726.0,8.239,5.9
ts307973,Murderville,SHOW,2022,34,"comedy, crime",US,6.8,11466.0,5.846,6.2
ts270910,Vikings: Valhalla,SHOW,2022,51,"war, action, drama, history, romance",US,7.1,34833.0,236.161,7.98
tm1080083,The Lost Daughter,MOVIE,2021,122,drama,"GR, GB, US",6.7,58882.0,36.068,6.6
ts87242,Shadow and Bone,SHOW,2021,52,"scifi, drama, fantasy, action",US,7.6,80009.0,28.08,8.2
ts302437,Kung Fu Panda: The Dragon Knight,SHOW,2022,24,"action, animation, family, fantasy, comedy",US,5.9,742.0,656.832,7.5
tm979026,"tick, tick... BOOM!",MOVIE,2021,121,drama,US,7.5,98370.0,33.246,7.8
ts353837,"Web of Make Believe: Death, Lies and the Internet",SHOW,2022,57,"crime, documentation",US,6.1,1145.0,5.959,6.6
ts256072,The Woman in the House Across the Street from the Girl in the Window,SHOW,2022,26,"thriller, crime, drama, comedy",US,6.3,41822.0,14.902,7.0
tm404856,Red Notice,MOVIE,2021,117,"thriller, action, comedy, crime",US,6.3,264194.0,311.673,6.775
ts317746,Café Minamdang,SHOW,2022,64,"drama, comedy, crime, thriller",KR,7.0,131.0,51.111,7.2
ts354073,The Future Of,SHOW,2022,20,documentation,US,4.7,165.0,6.998,6.6
ts256710,Archive 81,SHOW,2022,54,"drama, scifi, horror, thriller",US,7.3,45954.0,61.695,7.4
ts281927,Stay Close,SHOW,2021,47,"crime, drama, thriller",GB,6.9,30197.0,11.449,7.2
ts298766,Pirate Gold of Adak Island,SHOW,2022,29,reality,US,4.6,563.0,20.51,5.7
ts225855,All of Us Are Dead,SHOW,2022,61,"action, drama, scifi, horror, thriller, fantasy",KR,7.5,45027.0,491.672,8.452
ts342732,Our Great National Parks,SHOW,2022,52,documentation,US,7.9,1684.0,2.583,7.9
ts255037,Resident Evil: Infinite Darkness,SHOW,2021,27,"scifi, animation, drama, action, horror",US,5.8,9500.0,83.312,7.9
tm1229846,My Daughter's Killer,MOVIE,2022,83,"documentation, crime","DE, FR",6.9,832.0,177.035,6.6
tm1201262,Love & Gelato,MOVIE,2022,111,"romance, comedy, drama",IT,5.1,3980.0,146.021,5.35
tm852172,Apollo 10½:  A Space Age Childhood,MOVIE,2022,98,"animation, scifi, action, comedy, romance, family, horror, drama","NL, US",7.3,6681.0,8.534,7.2
tm937814,The Alpinist,MOVIE,2021,92,documentation,"AT, GB, US",8.0,8048.0,8.534,7.7
tm370144,The Mitchells vs. the Machines,MOVIE,2021,109,"comedy, family, scifi, animation",US,7.6,103825.0,35.602,8.0
ts293103,Juanpis González - The Series,SHOW,2022,25,"comedy, drama",CO,6.8,348.0,39.001,7.6
ts345200,Borgen - Power & Glory,SHOW,2022,57,"drama, war",DK,8.2,165.0,4.726,8.4
ts222522,Spriggan,SHOW,2022,46,"animation, action, war, scifi, drama, thriller",JP,7.0,664.0,16.71,6.9
ts237713,Sweet Tooth,SHOW,2021,45,"drama, scifi, fantasy, action",US,7.8,50215.0,63.287,8.0
tm825714,The Harder They Fall,MOVIE,2021,139,"action, drama, western",US,6.5,59833.0,114.813,6.746
tm996762,Major,MOVIE,2022,149,"action, drama",IN,9.1,7576.0,6.429,8.188
ts102086,Behind Her Eyes,SHOW,2021,50,"thriller, drama",GB,7.2,59293.0,29.851,7.6
tm1196288,Our Father,MOVIE,2022,97,"crime, documentation",US,6.5,9889.0,42.481,6.5
ts284297,All American: Homecoming,SHOW,2022,39,"drama, sport",US,5.3,527.0,9.277,8.1
ts296046,Lupin,SHOW,2021,46,"crime, drama, thriller, action, comedy",FR,7.5,102888.0,66.66,7.9
tm1083293,Windfall,MOVIE,2022,92,"crime, drama, thriller",US,5.7,20903.0,43.789,5.327
ts346959,Meltdown: Three Mile Island,SHOW,2022,44,"documentation, history",US,6.9,3115.0,2.873,6.4
ts287722,The Upshaws,SHOW,2021,27,"family, comedy",US,6.8,2589.0,5.205,8.7
tm1165462,Senior Year,MOVIE,2022,112,"comedy, drama",US,5.5,34419.0,232.337,5.9
ts240453,Clark,SHOW,2022,61,"thriller, action, comedy, crime, drama",SE,7.4,7958.0,14.127,6.9
ts294227,Farzar,SHOW,2022,27,"scifi, animation, action, comedy",US,5.3,929.0,47.136,6.5
tm946869,Texas Chainsaw Massacre,MOVIE,2022,83,"horror, thriller, crime",US,4.8,48828.0,331.065,5.2
tm986168,The Guilty,MOVIE,2021,91,"drama, thriller, action, crime",US,6.3,117984.0,33.761,6.4
tm1019177,The Colony,MOVIE,2021,104,"scifi, thriller, action","CH, DE",5.3,8495.0,23.747,5.6
ts256310,Pacific Rim: The Black,SHOW,2021,24,"scifi, animation, action",US,7.0,5175.0,50.254,8.333
tm1209228,Norm Macdonald: Nothing Special,MOVIE,2022,87,"comedy, documentation",US,7.6,1466.0,4.061,6.2
ts311985,Inside Job,SHOW,2021,28,"comedy, animation, fantasy, scifi",US,7.6,16616.0,42.395,8.2
tm1120543,The Bubble,MOVIE,2022,126,comedy,US,4.7,22479.0,91.061,4.8
ts328051,Iron Chef: Quest for an Iron Legend,SHOW,2022,48,reality,US,7.1,382.0,4.182,7.0
ts310081,Two Summers,SHOW,2022,46,"thriller, drama",BE,6.8,2867.0,39.696,6.75
ts269096,She Would Never Know,SHOW,2021,64,"drama, romance",KR,7.5,743.0,34.287,8.8
tm991529,The Hand of God,MOVIE,2021,130,drama,IT,7.4,30235.0,34.74,7.6
ts355168,The Hidden Lives of Pets,SHOW,2022,32,documentation,GB,7.4,339.0,7.588,7.7
tm1231785,For Jojo,MOVIE,2022,97,"comedy, drama",DE,4.2,121.0,16.562,3.792
tm1092864,The Unforgivable,MOVIE,2021,112,"drama, crime","GB, US, DE",7.1,105353.0,74.153,7.5
ts311987,Bad Vegan: Fame. Fraud. Fugitives.,SHOW,2022,52,"documentation, crime",US,5.8,6134.0,3.403,5.3
ts85985,Cowboy Bebop,SHOW,2021,45,"scifi, action, drama, fantasy, comedy, crime",US,6.6,35427.0,17.479,6.8
ts237722,The Cuphead Show!,SHOW,2022,15,"animation, comedy, family, fantasy, action",US,7.4,6513.0,96.8,8.0
ts251675,Hellbound,SHOW,2021,52,"scifi, horror, thriller, crime, drama, fantasy",KR,6.6,23099.0,193.725,7.6
tm1014947,Against the Ice,MOVIE,2022,102,"drama, history, action","DK, IS",6.5,20521.0,60.566,6.9
tm1075698,Metal Lords,MOVIE,2022,97,"music, comedy, drama",US,6.7,24672.0,123.401,6.8
ts252119,The Beauty Queen of Jerusalem,SHOW,2021,30,drama,IL,7.1,337.0,11.854,8.0
ts292696,Intimacy,SHOW,2022,48,"crime, drama, thriller",ES,6.8,1674.0,19.965,6.7
tm1195971,Jennifer Lopez:  Halftime,MOVIE,2022,95,"music, documentation",US,6.5,3980.0,149.855,6.935
ts234817,In from the Cold,SHOW,2022,49,"drama, scifi, thriller, action, crime",US,6.2,7047.0,13.736,7.5
ts227473,Brand New Cherry Flavor,SHOW,2021,43,"thriller, drama, horror, scifi",US,7.1,15028.0,57.609,6.9
tm1117040,Anek,MOVIE,2022,146,"action, thriller, drama",IN,7.1,19394.0,9.261,5.2
ts269179,The G Word with Adam Conover,SHOW,2022,30,"documentation, comedy",US,6.7,682.0,4.603,5.5
tm1204402,Ricky Gervais: SuperNature,MOVIE,2022,64,comedy,GB,7.8,3256.0,7.492,7.4
tm1001097,Beauty,MOVIE,2022,95,"drama, music, romance",US,3.9,492.0,87.939,5.9
tm525645,Fear Street: Part One - 1994,MOVIE,2021,107,"drama, horror, fantasy",US,6.2,77401.0,123.091,6.766
ts289334,Sex/Life,SHOW,2021,47,"comedy, drama, romance",US,5.4,20549.0,165.068,7.1
tm1022953,Who We Are: A Chronicle of Racism in America,MOVIE,2022,117,documentation,US,6.2,715.0,3.747,4.7
tm1038686,Bo Burnham: Inside,MOVIE,2021,87,"comedy, drama, music, reality",US,8.7,44074.0,11.434,8.2
tm1180524,Av: The Hunt,MOVIE,2021,86,"thriller, action",TR,5.5,344.0,5.264,6.0
ts310057,True Story,SHOW,2021,39,"drama, thriller, comedy, crime",US,7.4,17567.0,42.104,7.2
tm501313,Gunpowder Milkshake,MOVIE,2021,114,"action, thriller, crime","FR, DE, US",6.0,42709.0,106.522,6.398
tm1137051,Bubble,MOVIE,2022,101,"scifi, fantasy, romance, sport, thriller, animation, action, drama",JP,6.3,4597.0,550.643,7.497
tm471968,Passing,MOVIE,2021,98,"drama, thriller","US, CA, GB",6.7,13803.0,29.687,6.451
tm1111987,Munich: The Edge of War,MOVIE,2022,129,"drama, history, thriller",GB,6.8,28352.0,29.255,6.9
ts300391,Clickbait,SHOW,2021,46,"crime, drama, thriller","US, AU",7.2,51476.0,40.623,7.644
ts273436,Murder Among the Mormons,SHOW,2021,53,"documentation, crime, history",US,7.0,6309.0,6.871,7.3
ts281225,Wrong Side of the Tracks,SHOW,2021,71,"action, crime, drama, thriller",ES,6.7,1671.0,27.824,5.7
tm1048362,Army of Thieves,MOVIE,2021,127,"comedy, crime, thriller, scifi, horror, romance, action","DE, US",6.4,73790.0,157.021,6.9
ts349630,Love on the Spectrum U.S.,SHOW,2022,41,"reality, documentation, romance",US,8.2,1097.0,2.852,6.7
ts286731,Komi Can't Communicate,SHOW,2021,24,"drama, animation, comedy, romance",JP,7.8,5462.0,132.754,8.253
ts232107,The Silent Sea,SHOW,2021,45,"scifi, thriller, horror, drama",KR,6.9,19592.0,94.568,8.0
ts296472,The Chestnut Man,SHOW,2021,55,"crime, drama, thriller",DK,7.7,42817.0,49.565,7.7
ts88578,Firefly Lane,SHOW,2021,50,"drama, romance",US,7.4,20748.0,9.959,7.7
tm1165983,The Weekend Away,MOVIE,2022,90,"thriller, crime, drama",GB,5.6,22686.0,157.463,6.0
tm1196705,A Perfect Pairing,MOVIE,2022,101,"comedy, romance","US, AU",6.1,9742.0,372.132,6.789
tm1219452,Cristela Alonzo: Middle Classy,MOVIE,2022,60,"comedy, documentation",,6.8,211.0,5.986,6.0
tm456513,Army of the Dead,MOVIE,2021,148,"horror, thriller, crime, scifi, action",US,5.7,169348.0,131.869,6.3
tm1138477,Downfall: The Case Against Boeing,MOVIE,2022,89,documentation,US,7.4,10313.0,25.636,7.2
tm1166288,Rescued by Ruby,MOVIE,2022,93,"family, drama",CA,7.1,7485.0,49.137,7.119
tm1064065,Black Crab,MOVIE,2022,114,"scifi, thriller, war, action, drama",SE,5.6,19159.0,207.948,6.3
tm1119272,14 Peaks: Nothing Is Impossible,MOVIE,2021,101,"documentation, sport",US,7.7,24213.0,22.226,7.5
ts343430,The 7 Lives of Lea,SHOW,2022,45,"drama, thriller, fantasy, crime",FR,7.5,2684.0,12.437,7.1
tm851128,Bigbug,MOVIE,2022,111,"comedy, scifi, fantasy",FR,5.4,7483.0,26.497,5.3
tm1137119,Image of Victory,MOVIE,2021,128,"war, history, drama",IL,7.5,178.0,2.711,7.0
tm1166024,Choose or Die,MOVIE,2022,85,"scifi, thriller, drama, horror",GB,4.7,18307.0,25.632,5.3
tm1046932,Kate,MOVIE,2021,106,"action, drama, thriller, crime","US, JP, TH",6.2,59480.0,64.19,6.7
tm992844,The Dig,MOVIE,2021,112,"history, drama",GB,7.1,73079.0,20.072,6.9
ts225645,The Chair,SHOW,2021,30,"drama, comedy",US,7.2,16331.0,6.775,7.0
ts282131,Attenborough's Life in Colour,SHOW,2021,51,documentation,GB,8.2,3238.0,6.232,7.7
tm1207097,Bill Burr Presents: Friends Who Kill,MOVIE,2022,73,"comedy, documentation",,4.5,1857.0,5.237,5.1
ts356951,Hurts Like Hell,SHOW,2022,50,"drama, sport",TH,8.4,83.0,8.413,9.071
tm1033470,Till Death,MOVIE,2021,89,"horror, thriller",US,5.8,20256.0,21.514,6.6
tm824160,Fear Street: Part Two - 1978,MOVIE,2021,109,"drama, horror, fantasy",US,6.7,60682.0,116.422,7.3
tm1064228,Fatherhood,MOVIE,2021,109,"drama, comedy","CA, US",6.6,34661.0,88.619,7.6
ts95572,The Serpent,SHOW,2021,57,"crime, drama, thriller",GB,7.6,42371.0,12.904,7.6
tm1185367,White Hot: The Rise & Fall of Abercrombie & Fitch,MOVIE,2022,88,documentation,US,5.7,4124.0,5.038,5.9
ts311989,jeen-yuhs,SHOW,2022,93,"documentation, music",US,8.0,8319.0,3.852,7.1
ts307649,Turning Point: 9/11 and the War on Terror,SHOW,2021,62,"war, history, documentation",US,8.0,9132.0,7.209,7.3
ts305788,The Perfect Mother,SHOW,2022,49,"drama, thriller","FR, DE",5.9,845.0,14.164,6.0
tm983784,Coming Home in the Dark,MOVIE,2021,93,"thriller, crime, horror",NZ,5.7,5114.0,11.156,5.7
tm1171875,Too Old for Fairy Tales,MOVIE,2022,106,"comedy, family",,6.1,34.0,8.449,6.4
ts321918,Human Resources,SHOW,2022,27,"animation, comedy, romance",US,7.2,5579.0,21.344,6.5
tm993838,Long Story Short,MOVIE,2021,90,"fantasy, comedy, romance",AU,6.5,4995.0,59.305,7.0
ts328194,My Name,SHOW,2021,50,"thriller, action, crime, drama",KR,7.8,19737.0,86.286,8.3
tm983723,The Sparks Brothers,MOVIE,2021,140,"documentation, music, comedy, history","GB, US",7.8,4663.0,6.784,7.3
tm855839,The Shadow in My Eye,MOVIE,2021,107,"war, drama, history",DK,7.3,9462.0,22.432,7.742
tm1108321,Dave Chappelle: The Closer,MOVIE,2021,72,comedy,US,8.0,25873.0,7.841,7.2
tm1092958,No One Gets Out Alive,MOVIE,2021,85,"horror, thriller, drama","RO, US",5.3,15031.0,96.132,6.0
ts296743,Welcome to Eden,SHOW,2022,41,"action, scifi, drama, thriller","ES, KN",5.4,4145.0,198.535,7.3
ts108042,Maya and the Three,SHOW,2021,131,"comedy, drama, family, fantasy, animation, action",MX,8.1,3780.0,51.341,7.8
tm1046264,The Vault,MOVIE,2021,118,"crime, action, thriller, fantasy",ES,6.4,21511.0,22.456,5.9
ts329699,The Andy Warhol Diaries,SHOW,2022,66,documentation,US,7.7,1844.0,1.844,7.6
tm1150385,The Tinder Swindler,MOVIE,2022,114,"documentation, crime",GB,7.2,61809.0,41.443,7.061
ts283080,Who Killed Sara?,SHOW,2021,41,"drama, crime, thriller",MX,6.4,13960.0,119.334,7.7
tm1227918,Under the Amalfi Sun,MOVIE,2022,90,"romance, comedy, drama",IT,5.2,502.0,561.722,6.3
ts287976,Young Royals,SHOW,2021,45,"drama, romance",SE,8.3,29025.0,43.342,8.8
ts225657,Halston,SHOW,2021,47,drama,US,7.5,14681.0,18.504,7.3
tm347095,Oxygen,MOVIE,2021,100,"scifi, thriller, horror, drama, fantasy","FR, US",6.5,37871.0,44.5,6.635
ts229335,Anxious People,SHOW,2021,29,"crime, drama, comedy",SE,6.8,3913.0,3.126,6.4
tm1087461,Last Man Down,MOVIE,2021,87,"thriller, action, scifi","SE, GB",4.8,12850.0,358.251,6.273
tm1046026,The Trip,MOVIE,2021,114,"action, thriller, comedy, horror",NO,6.9,20921.0,65.274,6.7
tm416779,The Woman in the Window,MOVIE,2021,100,"drama, thriller, crime",US,5.7,72490.0,23.639,6.1
ts287559,Jupiter's Legacy,SHOW,2021,45,"scifi, action, drama, thriller, fantasy",US,6.7,37848.0,59.076,7.3
tm1191224,365 Days: This Day,MOVIE,2022,111,"romance, drama",PL,2.5,16587.0,449.292,5.8
ts301625,Hold Tight,SHOW,2022,47,"crime, drama, thriller",PL,6.1,2288.0,6.901,7.2
tm1075215,Aftermath,MOVIE,2021,114,"horror, thriller, drama",US,5.3,15646.0,46.058,6.4
tm1094217,Chickenhare and the Hamster of Darkness,MOVIE,2022,91,"animation, comedy, family, romance, fantasy","BE, FR",6.3,1303.0,511.444,7.446
ts287438,The Innocent,SHOW,2021,58,"thriller, drama, crime",ES,7.8,29670.0,15.042,7.8
tm1199146,Toscana,MOVIE,2022,90,"drama, romance",DK,5.7,5826.0,11.013,5.8
tm1141439,Home Team,MOVIE,2022,95,"family, comedy, sport",US,6.0,17767.0,72.562,6.8
tm1018747,Live Is Life,MOVIE,2022,110,"comedy, drama",ES,7.0,70.0,27.199,6.8
tm949309,The White Tiger,MOVIE,2021,125,"drama, crime","SG, US, IN",7.1,59441.0,19.472,6.955
ts343432,Yakamoz S-245,SHOW,2022,48,"scifi, drama, action, thriller",TR,6.1,5789.0,13.009,7.2
ts287352,Hit & Run,SHOW,2021,44,"drama, action, thriller, crime",IL,7.0,8602.0,20.178,7.5
ts328605,Midnight at the Pera Palace,SHOW,2022,44,"thriller, drama, history",TR,7.0,7377.0,5.849,6.9
ts328541,The Puppet Master: Hunting the Ultimate Conman,SHOW,2022,42,"documentation, crime",GB,7.0,6370.0,6.409,6.564
tm1110527,Captain Nova,MOVIE,2021,86,"action, family, scifi",NL,5.5,1391.0,7.99,6.2
tm1022103,Outlaws,MOVIE,2021,125,"crime, action, thriller",ES,6.9,3985.0,67.192,7.0
tm1046627,Hypnotic,MOVIE,2021,88,"thriller, horror, drama",CA,5.3,15690.0,71.857,6.121
ts314135,VOIR,SHOW,2021,20,documentation,US,6.8,1323.0,1.35,7.2
tm1185360,Return to Space,MOVIE,2022,128,documentation,US,7.3,4087.0,19.791,6.2
ts321298,Business Proposal,SHOW,2022,61,"drama, romance, comedy",KR,8.1,7806.0,183.465,8.3
tm1120855,Along for the Ride,MOVIE,2022,106,"drama, romance",US,6.1,5347.0,158.01,6.6
tm861000,Worth,MOVIE,2021,118,"drama, history","CA, GB, US",6.8,13524.0,14.465,6.8
tm1021871,The Starling,MOVIE,2021,102,"comedy, drama, fantasy",US,6.3,12309.0,24.671,7.1
tm841797,The Ice Road,MOVIE,2021,109,"action, thriller, drama",US,5.6,38927.0,35.718,7.009
ts309930,Remarriage & Desires,SHOW,2022,62,drama,KR,7.2,459.0,56.948,7.667
ts271888,Fate: The Winx Saga,SHOW,2021,50,"scifi, drama, fantasy, action",US,6.8,39519.0,97.114,8.373
tm1020851,Back to the Outback,MOVIE,2021,95,"animation, comedy, family","AU, US",6.5,7896.0,155.021,7.8
ts219423,Masters of the Universe: Revelation,SHOW,2021,26,"family, fantasy, scifi, action, drama, animation, comedy",US,5.3,26422.0,26.04,6.8
tm1003630,After We Fell,MOVIE,2021,99,"romance, drama","FR, US",4.6,13221.0,341.558,7.2
ts255779,Gabby's Dollhouse,SHOW,2021,24,"animation, comedy, family, fantasy",US,7.0,379.0,15.275,9.0
ts314164,Tomorrow,SHOW,2022,61,"drama, fantasy, action, comedy",KR,7.7,8564.0,30.75,8.582
ts299865,Heist,SHOW,2021,43,"crime, documentation",US,6.8,1748.0,5.935,6.9
tm1000147,Zone 414,MOVIE,2021,98,"scifi, thriller",GB,4.9,4146.0,121.562,5.4
ts321513,My Liberation Notes,SHOW,2022,68,"drama, family, romance",KR,8.4,1400.0,16.528,8.1
ts273229,Feria: The Darkest Light,SHOW,2022,50,"scifi, crime, drama, fantasy, horror, thriller",ES,5.7,1532.0,12.612,6.8
ts300325,Surviving Summer,SHOW,2022,28,"drama, family","DE, AU",6.3,1433.0,10.719,7.8
tm1180610,The Wrath of God,MOVIE,2022,97,"thriller, drama",AR,5.7,2800.0,445.767,6.495
ts330425,The Principles of Pleasure,SHOW,2022,51,documentation,US,5.7,1121.0,4.446,6.0
tm1185374,The Mystery of Marilyn Monroe: The Unheard Tapes,MOVIE,2022,101,documentation,US,6.2,3978.0,89.61,6.3
tm992260,Yes Day,MOVIE,2021,86,"comedy, family",US,5.7,23625.0,32.951,6.9
tm1166046,Ante... Sundaraniki!,MOVIE,2022,173,"comedy, romance, family",IN,8.0,2538.0,8.563,6.7
ts271413,Night Stalker: The Hunt for a Serial Killer,SHOW,2021,47,"documentation, crime, thriller",US,7.5,24892.0,15.428,7.4
tm1079334,"Bob Ross: Happy Accidents, Betrayal & Greed",MOVIE,2021,92,documentation,"US, NL",6.9,5856.0,6.605,6.8
ts296214,How to Become a Tyrant,SHOW,2021,27,"documentation, war, history",US,7.4,8484.0,11.324,7.5
ts330347,Cracow Monsters,SHOW,2022,52,"scifi, drama, fantasy, horror, thriller",PL,5.5,1694.0,119.993,6.9
tm1227853,Bhool Bhulaiyaa 2,MOVIE,2022,142,"horror, comedy",IN,5.9,27244.0,9.939,7.0
ts94677,Worst Roommate Ever,SHOW,2022,47,"crime, documentation, drama, thriller",US,8.1,8.0,4.457,6.9
tm1219941,Glamour Girls,MOVIE,2022,125,drama,,3.6,144.0,191.02,5.0
tm1210970,Gladbeck: The Hostage Crisis,MOVIE,2022,91,"documentation, crime",DE,7.5,1765.0,37.903,7.4
tm413169,Peter Rabbit 2: The Runaway,MOVIE,2021,93,"fantasy, action, family, comedy, animation, crime, drama","AU, US",6.2,11233.0,130.318,7.2
ts225690,Vampire in the Garden,SHOW,2022,26,"drama, scifi, action, animation, fantasy, thriller",JP,6.7,848.0,7.973,7.8
tm1212673,Joel Kim Booster: Psychosexual,MOVIE,2022,67,"comedy, documentation",,5.5,284.0,8.716,8.0
ts279892,Ginny & Georgia,SHOW,2021,54,"drama, comedy",US,7.4,46343.0,71.27,8.1
tm1151272,Beast,MOVIE,2022,162,"thriller, action, comedy, crime",IN,5.2,30369.0,15.358,6.3
tm981945,The Last Letter From Your Lover,MOVIE,2021,109,"drama, romance","GB, CA",6.6,17099.0,26.67,7.5
ts344184,Conversations with a Killer: The John Wayne Gacy Tapes,SHOW,2022,61,"documentation, crime",US,7.1,6665.0,94.08,7.4
ts314594,Catching Killers,SHOW,2021,41,"crime, documentation",US,7.1,3250.0,12.506,7.0
ts1475,Chosen,SHOW,2022,41,"scifi, drama, thriller",DK,4.3,1246.0,7.199,6.584
tm919880,Final Account,MOVIE,2021,94,documentation,"GB, US",7.1,1042.0,3.38,7.1
tm833216,Things Heard & Seen,MOVIE,2021,121,"horror, drama, thriller",US,5.3,30703.0,14.718,5.8
tm314863,Vivo,MOVIE,2021,103,"family, comedy, animation, drama",US,6.7,18238.0,101.83,7.5
ts330402,Is It Cake?,SHOW,2022,39,reality,US,5.7,2411.0,3.846,7.6
ts281062,The Girl from Oslo,SHOW,2021,33,"drama, thriller",NO,6.3,3141.0,9.423,7.3
ts312071,The Way of the Househusband,SHOW,2021,18,"animation, comedy, action, crime, drama, romance",JP,7.3,3724.0,20.159,8.591
ts302363,Twenty Five Twenty One,SHOW,2022,76,"drama, romance",KR,8.7,5746.0,57.97,8.6
ts308845,The Billion Dollar Code,SHOW,2021,67,"drama, crime, thriller",DE,8.0,8164.0,11.997,8.2
tm841825,My Little Pony: A New Generation,MOVIE,2021,91,"music, action, animation, family, fantasy, comedy, drama, scifi","IE, US, CA",6.8,3657.0,88.17,8.0
tm1159163,Fistful of Vengeance,MOVIE,2022,94,"fantasy, action, crime, drama",US,4.4,6341.0,211.567,5.4
tm1164962,Restless,MOVIE,2022,95,"thriller, action, crime","BE, FR",5.8,4174.0,217.363,6.0
ts253813,Glória,SHOW,2021,44,"drama, history, thriller",PT,7.9,4126.0,5.98,7.0
tm1027081,Blood Red Sky,MOVIE,2021,121,"thriller, action, fantasy, horror","GB, DE",6.1,44006.0,57.545,7.0
ts272980,The One,SHOW,2021,42,"drama, scifi, thriller, crime, action",GB,6.6,12552.0,13.554,6.9
tm1003034,The Witcher: Nightmare of the Wolf,MOVIE,2021,83,"action, drama, fantasy, scifi, animation","US, PL, KR",7.2,42484.0,16.901,7.7
tm857461,Gangubai Kathiawadi,MOVIE,2022,157,"crime, drama",IN,7.0,50163.0,15.015,7.7
tm1217459,Godse,MOVIE,2022,142,"action, thriller",IN,8.2,199.0,10.447,7.0
ts294338,Hard Cell,SHOW,2022,26,"comedy, documentation, sport","US, GB",6.2,1568.0,2.936,5.8
tm976166,Malcolm & Marie,MOVIE,2021,106,"romance, drama",US,6.6,36395.0,22.675,7.1
tm1141594,Brazen,MOVIE,2022,94,"thriller, romance, crime, drama",US,4.1,11753.0,182.054,4.9
ts296825,Gone for Good,SHOW,2021,49,"drama, thriller, crime",FR,6.3,4083.0,4.375,6.0
ts284702,This Is a Robbery: The World's Biggest Art Heist,SHOW,2021,53,"crime, documentation, history",US,6.5,4328.0,5.515,6.9
tm458292,Space Sweepers,MOVIE,2021,136,"scifi, drama, fantasy, action",KR,6.5,25178.0,65.593,7.147
tm459789,The Lovebirds,MOVIE,2021,87,"romance, comedy, action, thriller, crime",US,6.0,25697.0,9.076,5.8
ts271595,Crime Scene: The Vanishing at the Cecil Hotel,SHOW,2021,55,"documentation, crime, thriller",US,5.9,16799.0,18.971,7.2
tm1179973,Trust No One: The Hunt for the Crypto King,MOVIE,2022,90,"documentation, crime",GB,6.3,4444.0,24.834,6.0
ts269881,Record of Ragnarok,SHOW,2021,24,"animation, action, scifi, drama, fantasy, thriller",JP,6.2,4923.0,168.41,8.629
tm1134087,Borrego,MOVIE,2022,102,"crime, thriller",US,5.7,4122.0,222.814,6.1
ts343599,Jimmy Savile: A British Horror Story,SHOW,2022,85,"documentation, crime",GB,6.7,6536.0,3.341,6.8
tm1063652,Intrusion,MOVIE,2021,92,"thriller, drama",US,5.2,16272.0,113.423,6.0
tm1082974,Count Me In,MOVIE,2021,81,"documentation, music",,6.8,1805.0,4.044,7.1
tm1002815,Nightbooks,MOVIE,2021,103,"family, fantasy, horror","CA, US",5.7,8573.0,80.549,6.3
tm1107225,Through My Window,MOVIE,2022,116,"drama, romance, comedy",ES,5.4,9082.0,236.503,7.48
ts299874,Cocaine Cowboys: The Kings of Miami,SHOW,2021,57,"documentation, crime, history",,7.1,2699.0,4.242,7.8
tm1049265,My Wonderful Life,MOVIE,2021,99,"romance, comedy, drama",PL,5.8,626.0,4.228,4.5
tm1168932,Taylor Tomlinson: Look at You,MOVIE,2022,60,"comedy, documentation",,7.3,2008.0,5.174,7.5
ts340376,The Marked Heart,SHOW,2022,44,"thriller, drama",CO,6.4,1824.0,273.963,8.074
ts310938,New Heights,SHOW,2021,48,drama,CH,6.7,525.0,8.664,7.9
