id,title,type,release_year,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,actor_ids,director_ids
ts20681,Seinfeld,SHOW,1989,24,comedy,US,8.9,308824.0,130.213,8.301,"12464, 32954, 43320, 12018",
tm155787,GoodFellas,MOVIE,1990,145,"drama, crime",US,8.7,1131681.0,50.387,8.463,"4103, 507403, 758804, 758806, 758809, 758811, 758812, 758814, 758815, 758816, 758817, 758819, 758820, 6693, 758821, 758823, 758822, 758824, 758825, 758827, 758829, 758830, 9265, 758834, 758833, 5684, 4149, 758835, 758851, 758854, 758856, 758860, 662606, 758863, 758865, 758867, 758871, 8280, 758872, 758873, 758874, 758877, 758894, 758896, 758899, 644723, 758907, 758909, 758934, 53404, 758941, 3748, 758952, 758953, 758954, 758955, 511667, 718520, 6329, 5313, 1106134, 9438, 9439, 9440, 9441, 64226, 9442, 9443, 9444, 9445, 9446, 9447, 9448, 9449, 9450, 9451, 9452, 9453, 9454, 9455, 9456, 9457, 9458, 9459, 9461, 9462, 9463, 9464, 9465, 9466, 9467, 9468, 9469, 9470, 9471, 9472, 186625, 9473, 9475, 9474, 9476, 9477, 9478, 9480, 9479, 9482, 9481, 9483, 9484, 9485, 9487, 9486, 9488, 9489, 9490, 9491, 9492, 9493, 9494, 9495, 9496, 9499, 9500, 598815, 598816, 9507, 1852, 489798, 9034, 750412, 716154, 29074, 1666492, 397785, 4087",3308
tm22327,Full Metal Jacket,MOVIE,1987,117,"war, drama","US, GB",8.3,729274.0,32.937,8.1,"207363, 207364, 598789, 207365, 11655, 207366, 207367, 17675, 24205, 46486, 1787928, 126879, 6432, 1314, 207528, 182569, 207529, 207531, 207532, 112301, 207533, 207535, 207536, 62513, 207530, 50869, 93627, 32191, 44991, 479173, 90057, 28624, 32851, 11091, 11743, 4704, 1876841, 21108, 6647, 205944, 784634",21108
tm180542,Once Upon a Time in America,MOVIE,1984,139,"crime, drama, european","US, IT",8.3,345714.0,28.937,8.453,"14853, 551439, 1341460, 1419294, 302112, 7205, 1575, 1341479, 1341484, 434738, 1341491, 5684, 1594, 1030723, 7749, 1341529, 1341539, 6756, 20581, 80999, 81000, 81001, 81002, 81003, 81004, 81005, 81006, 81007, 81008, 81009, 81010, 116852, 5750, 1341561, 112286, 1341601, 3748, 61606, 551078, 469679, 1341618, 1341620, 1341629, 821438, 298686, 1341637, 1341643, 9438, 22241, 476911, 60657, 17146, 9470, 1341712, 11550, 5940, 1341749, 120119, 30008, 1341752, 47416, 30012, 506691, 16204, 488781, 924004, 712557, 469888, 12171, 29073, 543125, 17817, 94114, 28073, 752070, 27089, 68563, 1341412, 111590, 1341416, 1341417, 24555, 6642",37242
tm138875,When Harry Met Sally...,MOVIE,1989,96,"comedy, romance, drama",US,7.7,216199.0,15.123,7.4,"1685004, 482193, 4372, 20759, 20760, 20761, 20762, 20763, 20764, 20765, 20766, 20767, 20768, 20769, 41501, 449834, 1039530, 511536, 1060145, 10428, 14912, 193, 190530, 810433, 1990, 10953, 1180233, 1542221, 5455, 28497, 527062, 441178, 7139, 1426149, 64874, 44401, 753907, 1542517, 1379831, 1542521, 1542527",224
tm2386,A Nightmare on Elm Street,MOVIE,1984,91,horror,"GB, US",7.4,234068.0,48.358,7.3,"432769, 598531, 598532, 20498, 26005, 218261, 491162, 12578, 7974, 4016, 82353, 82354, 3381, 55093, 30790, 10824, 19401, 34763, 70609, 128985, 1110624, 598497, 65257, 598521, 598766, 598767, 48112, 598520, 2937, 8318",925
tm133087,Steel Magnolias,MOVIE,1989,119,"comedy, drama, romance",US,7.3,54946.0,11.69,7.2,"48128, 2281992, 2281995, 24206, 3343, 2281871, 2282001, 2282129, 5525, 21913, 17566, 6303, 934, 2281853, 2281768, 2281772, 4400, 1336625, 2197682, 2282038, 2281910, 32447, 2282047, 14659, 2281925, 2282054, 2281803, 19277, 2282064, 48125, 606929, 2282068, 7645, 22878, 83296, 2281960, 2281835, 2281964, 2281967, 175216, 6903, 47995, 30589, 48126, 48127",45795
tm177480,Police Academy,MOVIE,1984,97,"crime, comedy",US,6.7,124881.0,25.533,6.6,"19841, 19843, 78986, 462221, 714126, 12559, 66962, 19734, 1944, 27036, 27037, 27038, 27039, 27040, 27041, 27042, 27043, 27044, 27045, 27046, 87590, 593832, 23591, 239530, 450733, 1337008, 17457, 82846, 93112, 1127480, 52675, 26821, 19400, 704844, 180941, 19022, 1018831, 287829, 11350, 47836, 74078, 32739, 1230698, 24556, 7277, 1031025, 25205, 1115512, 14330, 937469",27046
tm54450,Christine,MOVIE,1983,110,"horror, thriller, european",US,6.7,81922.0,23.418,6.8,"36356, 83079, 589836, 499486, 19492, 38313, 12079, 529459, 27960, 91964, 91965, 91966, 91968, 91969, 65605, 508760, 11098, 8415, 1110624, 7650, 7912, 12407, 2051448",12968
ts22082,Knight Rider,SHOW,1982,51,"scifi, action, crime, drama",US,6.9,34115.0,50.267,7.5,"90786, 90788, 8464, 30068, 63898",
